comments,labels
My muthe joju i like you so much,not-malayalam
0:04 0:09 0:15 0:29 - 0:38 0:53 - 1:44 1:57 - 2:05 2:13 2:22 ഈ സീനൊന്നും ഞാൻ കണ്ടില്ലല്ലോ,Not_offensive
Katta waiting fans  Like here,not-malayalam
Ithu kandappo oru vellimoonga style thonniyathu enikk mathram aano.... ithonnu kandu nokku,Not_offensive
THIS IS GOING TO BE AN EPIC MOVIE FOR SURE,not-malayalam
Ikkade line adi uff vere level character,Not_offensive
Adutha kettu manakunu. Anu Sitara kavya madavante clone alle. Ee koode abinekunevark onm oru tulli ulup tonille avo!,Offensive_Targeted_Insult_Individual
Kilichundan maambazhathile slang . Oru matullalaa,Not_offensive
She look like my angel.. ചിന്നൂട്ടി..,not-malayalam
പടം കിടിലം ഞാൻ ജോജു ചേട്ടൻ ഫാൻസായി  ലാലേട്ടനിൽ നിന്നും ഞാൻ പ്രതിക്ഷിക്കുന്ന കഥാപാത്രം ജോജു ചേട്ടയ് തരുന്ന പോലെ  തകർത്തു കളഞ്ഞു,Not_offensive
Meraa ghar west bungal i love mammookka,not-malayalam
0.39 like for thalaivar rajnikanth dialogue,not-malayalam
16k views.. But 56k like.... എപ്പിടി 🤔,Not_offensive
Mammokka Age 68 ....     NO WORDS,not-malayalam
All best mammokka  Team mamangam  Mammokka fans like 🤘,not-malayalam
wow.....ithu mathiri oru teaser pakkave illa romba pramada mayirikku,not-malayalam
Looks like bhojpuri movie not Malayalam movie,not-malayalam
🤩മവനെ കൊല കാൻഡിലിറിക് കൊല്ലാമെ വിടമാട്ടെ,not-malayalam
Lalelattanum raju ettanaumulla oru film kure kalamayi aagrahichirunnu  athu nadannathilulla santhosham pinne parrayanundo🤩🤩🤩🤩🤩,Not_offensive
Laletta,not-malayalam
ഇതു ഏതോ സിനിമയുടെ ഡബ്ബിങ് പോലെയാ തോന്നിയത്....... മലയാളം പടം ആണന്നു തോന്നത്തെ ഇല്ല.,Not_offensive
Tamil Die Hard Mohan Lal fan,not-malayalam
Too good ....shyju khilad again ... wonderful work,not-malayalam
ഇടക്ക് ചില സിനിമകൾ പാളിയെങ്കിലും ഇപ്പോൾ പഴയ ട്രാക്കിൽ... Promising one മഞ്ജു ചേച്ചി,Not_offensive
Dislike adikkaan മാത്രം കുറേ കാട്ടങ്ങൾ.  പോയി ചത്തൂടെ,Offensive_Untargetede
10 million aakum ennurappullavar like adikkuka,Not_offensive
Eth Laloonikkada Kazhapp thu............trailer mumpe Dislike,Offensive_Untargetede
ഒരു രക്ഷയും ഇല്ല ... അടിപൊളി . കട്ട വെയ്റ്റിംഗ്,Not_offensive
Big B  - Big Brother,not-malayalam
Love from Karnataka Mohanlal Fan from Karnataka,not-malayalam
ഒരു ന്യൂ ജെൻ മഹായാനം ചന്ദ്രു ആണെന്ന് തോന്നുന്നു.,Not_offensive
Best of luck ikka,not-malayalam
Ippol kaanunnavar onnu oppu vachu poagu.....,Not_offensive
After Neram,not-malayalam
Ettante nayikayaitt a peratta hani roseineyallathe vere areyum kittiyille nayanthara mathiyayirunnu nayikayai,Offensive_Targeted_Insult_Individual
Ithu njan 10il kooduthal  kandu,Not_offensive
Big big big hope on soubin...,not-malayalam
എന്നാ  ഊമ്പിയ background score ആണ്,Offensive_Untargetede
ഈ trailor കാണുമ്പോൾ  adarlove എടുത്തിട്ട് കിണറ്റിൽ ഇടാൻ തോനുന്നു,Not_offensive
Eathu nayinte makkal avao dislike adiche,Offensive_Untargetede
Ella Lalettan chunkum oru like adikoo ivide.....pinne ee chanelum onnu subscribe cheyoo,Not_offensive
Unni mukudan fans hit like,not-malayalam
Last aaa “THALAIVAAAA”viliyil goosebumps kittiyavarkk like adikkanullla comment,Not_offensive
Love  From SriLanka  Anyone SriLankans hit like,not-malayalam
Super mass   I like,not-malayalam
Prithviraj Fans = Like Suraj Fans = Comment,not-malayalam
Rameshettante manoharamaya directionil oru athi manoharamaya oru filim aayirikum gaanagandharvanurappund,Not_offensive
Please queen full movie YouTubil edo,not-malayalam
Keep going mammukka....  katta waiting...,not-malayalam
അടുക്കള ഒരു ആൺ കുട്ടിയെ പലതും പഠിപ്പിക്കും അന്തരാസ് കുന്തരാസ് തള്ളേ കലിപ്പ് ..ലെക്കടിക്കടാADD കണ്ട് മടുത്ത വർ,Not_offensive
Mavane kolagandil irukk kollame vidamatte,not-malayalam
urutam sounded a bit funny korachum koode punch avarunnu still super movie villain njerichu super,Not_offensive
Ith  arabikkadalinte simhamalla Hippo Pottamaas.Kunjali marakkare Baahubali dressokke itt priyadarshan abhamanikkunnu.Cashing vendi charithrathe Valachodikkunnu.,Offensive_Targeted_Insult_Individual
I'm from karnataka yash boss fan  Waiting for movie in karnataka,not-malayalam
Tamil la dubbing panni relese pannunga,not-malayalam
സാധാരണ മമ്മൂട്ടി സിനിമകളുടെ ട്രൈലെർ ടീസർ കൾക്ക് താഴെ വരുന്ന കുറെ സ്ഥിരം കമെന്റുകൾ അത് കണ്ട മൂവി വൻ വിജയം ആവും എന്ന് വിചാരിക്കും എന്നിട്ടോ മൂവി ഇറങ്ങുമ്പോ കാണാനും ആളുണ്ടാവില്ല ഇതല്ലേ മമ്മൂട്ടി സിനിമകൾ തിയേറ്ററിൽ പോയി സിനിമ കാണാതെ സോഷ്യൽ മീഡിയയിൽ കൊണയോടിക്കുന്ന കുറെ ദുരന്തം ഫാൻസ്‌ കാരണം ഇങ്ങേരുടെ കാര്യം വല്ല്യ കഷ്ടം ആണ്,Not_offensive
Spoiler alert# odiyan is not mohanlal. Manikyan is Mohanlal. Villaign is odiyan.,not-malayalam
അപ്പൊ ഇതാണ് എന്റെ ചോദ്യം....  ഇതിലെ നായകൻ ആര്?  വില്ലൻ ആര്???,Not_offensive
Our #Mammootty #BOLLYWOOD Fans Like kardho yaar,not-malayalam
അടിപൊളി... മൂവി... joju chettan chemban വിനോദ് chettan🤩  Nyla usha chechi,Not_offensive
Nanamilleda nalla reethiyil pravarthikkunna hospitaline karivari thekkanayitt  Ahalians Da,Offensive_Untargetede
I'm Tamil... Vijay Fan... I Like Mohanlal Sir Movies...,not-malayalam
I'm a Kannadiga!  I love Malayalam movies   Love from Karunadu!,not-malayalam
ഇതൊരു നാട്ടുരാജാവ് style ആർക്കൊക്കെ തോന്നി......,Not_offensive
Keep going mammukka....  katta waiting...,not-malayalam
Nala movie aayirunu..ottum flexible alaatha lalettann edhin onum patilaa..meesha pirii role thanaal ok,Not_offensive
എന്തോന്ന് വാസു അണ്ണാ ഇത്.. പെട്ടിയും എടുത്ത് വല്ലോ ആന്ധ്രയില്ലോ തമിഴ്നാട്ടില്ലോ പോ.,Offensive_Targeted_Insult_Individual
ആരോ ഒരാളല്ല എന്റെ #ഏട്ടൻ  my big #Brother 🥰🥰,Not_offensive
കൊല ഗാൺട്ലേ ഇറുക്ക്       കൊല്ലാമ വിടമാട്ടേ,not-malayalam
Dileepetan and nadirshaikka .sideeqikka itu pwolikum .dieelpetan snehikunnavar like adichu poyikolu,Not_offensive
I hate mohanlal. Koppile oru dance.,Offensive_Targeted_Insult_Individual
padam kand kili parannavarkk commentadikaanulla noolu... ejjaathi padam,Not_offensive
ഇതു വരെ 28 k ലൈക്‌ വന്നു lady super star മഞ്ജു ചേച്ചിക്ക് ... 1.1 k കോവാലൻ പാൻസ്‌ dislike അടിച്ചു,Offensive_Targeted_Insult_Group
ഇതുപോലൊരു മലയാളം ആക്ഷൻ ഫിലിം കാണണമെന്ന് ഒരുപാട് ആഗ്രഹമുണ്ടായിരുന്നു.....,Not_offensive
16 nilayil pottum.. serial pole undu trailer.. valla kizhangum parilkkaan poda kovala ...,Offensive_Targeted_Insult_Individual
Nalla kidilan trailer. nalla oru family entertainer aanenu thonnunu,Not_offensive
lalettan marana mass..intha movie bayangara hit adikkum...love from tamilnadu,not-malayalam
Hmm ..trailer kandappo  oru kaaryam theerumaanamaayi,Not_offensive
സത്യം പറഞ്ഞ ഊമ്പിയ ട്രൈലെർ  യോജിക്കുന്നവർ മാത്രം ലൈക്‌ ബട്ടൺ ഞെക്കിയാൽ മതി,Offensive_Untargetede
Nivin achaayaanu lalettante vaka Vijaya asamaskal,Not_offensive
paid like  207k   +   20k   = 227k viewers 212k it mean fake auto like,not-malayalam
Njan aarudeyum fan alla Annalum eth madurarajayekkal hit aakum orapp,Not_offensive
Nalla മൂഞ്ചിയ ട്രൈലെർ ഏട്ടൻ പിന്നെയും പണി പറ്റിച്ചു 🤣വില്ലൻ 2 LOADING,Offensive_Untargetede
Kurbana kudi randu kilo pothum vangi ponalo....athanallo achayan,Not_offensive
Muriyandikal pannikuutatam pole thurimezhukuvansllooscenes are rememmbering pulimurugan,Offensive_Targeted_Insult_Group
ഞാൻ ഈ പടം കണ്ടു പടം തകർത്തു പടം വേറെ ഒരു ലെവൽ ആണ്,Not_offensive
Happy birthday to you mammookka,not-malayalam
Idu ettu nilayil pottum....mommoty vannu thalli marikkum endammo chali,Not_offensive
100 k likes in 2 hr,not-malayalam
adhyam 9 polinju 8 nilayil ini next ithum poliyum 9 nilayil,Offensive_Targeted_Insult_Group
കുർബാന + സെമിത്തേരി + 2 കിലോ പോത്തിറച്ചി..  അതാണ്‌ ഞായർ...,Not_offensive
OMFG....FREAKIN AWESOME...ANURAG KASHYAP FINDING GEM AS ALWAYS!,not-malayalam
മഞ്ചു ഡിവോഴ്‌സ് കഴിഞ്ഞപ്പോ സുന്ദരി ആയി നല്ല സിനിമകളും,Not_offensive
Hit like if you are lalettan's fan,not-malayalam
Shylock VS Big brother ട്രോൾ വീഡിയോ  ഇഷ്ടമാകും ഉറപ്പ്,Not_offensive
Mohanlal sir masss..... I am tamilnadu fan,not-malayalam
പൂമരം മൂവിയിലെ നടി ആണ് ഇതിലും  Neetha pillai,Not_offensive
Laletta neenga chumma MGR  madiri thaga thaga nu minringa,not-malayalam
Mavane kola kattle irkk kollame vidamattyy,not-malayalam
മലയാളം അറിയാത്തവർ അല്ലെങ്കിൽ മലയാള സിനിമ ഇഷ്ട്ട പെടാത്തവർ ആണ് അൺലൈക് ചെയ്തിട്ടുള്ളത്,Not_offensive
192k views  189k likes  18k dislikes  Me: what you mean youtube?,not-malayalam
Njan nokkiyit kandilla aaara stunt master?,Not_offensive
Thalaivar dialogue in mamookaa version powli...,not-malayalam
Mairan lalappa nee  blog ezhuthunille...ninakku positive energy vende lalappa 🤫🤫,Offensive_Targeted_Insult_Individual
Ente ponneda uvv ee,Not_offensive
Dq fans like  Nivin fans comment,not-malayalam
njn healthy aanu,Not_offensive
Happy bday Mega Star Mam mookkaaaaa,not-malayalam
SC @yousef.khan  ....add me :),not-malayalam
Pulli oru kollam etra films cheyyum🤔,Not_offensive
Mudinja enga thalapathi yoda ethavathu oru trailer record muriyadinga parppom  Mersal Sarkar Bigil 🤗,not-malayalam
Sriram sir nte issue  vumayit oru chaýakachal undo,Not_offensive
16k views and 27k likes how,not-malayalam
Unni vlog കണ്ട ശേഷം വീണ്ടും trailer കാണുന്നവരുണ്ടോ.....🤔🤔🤔,Not_offensive
ഊള ഫിലിം ആയിരിക്കും. ഇവളുടെയൊക്കെ പടം എല്ലാം അടപടലം പൊട്ടുകയാ. അതെങ്ങനെയാ ആ കോവാലന്റെ കൂടെയായിരുന്നല്ലോ ആദ്യം. ആ സ്വഭാവം അവൾക്കും ഉണ്ട്. കോവാലനും കണക്കാ മഞ്ജുവും കണക്കാ. വെറും കൂറ ഫാമിലി,Offensive_Targeted_Insult_Individual
അല്ല എല്ലാ മുസ്ലിംസും മലബാർ മലയാളം ആണോ സംസാരിക്കുന്നതു...ന്റെ അറിവിൽ അല്ല !! Grow up Mr.director !!,Not_offensive
Shain Nigam sometimes look like old time lalettan,not-malayalam
I’m from Indonesia. I like Malayalam movies. I like Kumbanangi nights very much. Soubin pwoli alle,not-malayalam
Madhraraja  ith ikkem ikkade pillerum pwolichadakkum,Not_offensive
Etan just nailed it..Raju etta hats off,not-malayalam
Iganeyoru pedi entha mole igane pedichalo njn ninde chetan alle..fahadikkaa...,Not_offensive
Any like beggars here from kerala,not-malayalam
Sreekumara menone naari nee ithonnu kaanu,Offensive_Targeted_Insult_Individual
Ith oru maranamass trailer akum enn urapullavar like adikk..,Not_offensive
Pls upload Kanupapa (mohan lal) hindi dubbed,not-malayalam
Prithviraj Fans = Like Suraj Fans = Comment,not-malayalam
സ്വാസു ഉയിർ എല്ലാവരും കുടുംബ ത്തോടൊപ്പം ഈ നല്ല സിനിമ കാണണമെന്ന് അഭ്യർത്ഥിക്കുന്നു 🤝🤝🤝🤝🤝🤝 AKSFA,Not_offensive
ithinum matram nalla review kittaaan enthu thengayaa ee padathilullathenn enik maatraano thonniyath.. aake rasamaayitt thonniyath 2... 3 scenes matram.. oru 50 percent dialog onnum enik manassilaayilla.. entho kushukushukunna pole thonni..,Offensive_Untargetede
Manju Chechiiiii fans like here,not-malayalam
Don't compare stars... Because everyone is unique,not-malayalam
Padam oru vamban hit akatte....Chackochan.  we r waiting ......,Not_offensive
Ikkaade RR entry . Waiting to see on big screen.,Not_offensive
Mudinja enga thalapathi yoda ethavathu oru trailer record muriyadinga parppom  Mersal Sarkar Bigil 🤗,not-malayalam
Andhra Pradesh die hard Mohan laal fans,not-malayalam
lalappan fansinte annakkil thooriya trailer 🤣🤣🤣🤣,Offensive_Targeted_Insult_Group
Masss Trailer !  ആള് അത്ര  വെടിപ്പല്ല ഇച്ചിരി  പിശകാണ്   ഇത്  പൊളിച്ചു അടുക്കും  :) .  കുമ്പളങ്ങി  !!,Not_offensive
Age is no matter  ikka legend,not-malayalam
